Season_Yr,Visitor_Team,Home_Team,Visitor_Team_PTS,Home_Team_PTS
2013,Werder Bremen, Dortmund,1,2
2013,Hoffenheim, Mönchengladbach,1,2
2013,FSV Mainz 05, Freiburg,1,1
2013,Düsseldorf, FC Augsburg,2,0
2013,FC Nürnberg, Hamburger SV,1,0
2013,Bayern Munich, Greuther Fürth,3,0
2013,Leverkusen, Frankfurt,1,2
2013,Wolfsburg, Stuttgart,1,0
2013,Schalke 04, Hannover 96,2,2
2013,Greuther Fürth, FSV Mainz 05,1,0
2013,FC Augsburg, Schalke 04,1,3
2013,Mönchengladbach, Düsseldorf,0,0
2013,Frankfurt, Hoffenheim,4,0
2013,Dortmund, FC Nürnberg,1,1
2013,Freiburg, Leverkusen,0,2
2013,Hamburger SV, Werder Bremen,0,2
2013,Hannover 96, Wolfsburg,4,0
2013,Stuttgart, Bayern Munich,1,6
2013,Wolfsburg, FC Augsburg,0,0
2013,Düsseldorf, Stuttgart,0,0
2013,Schalke 04, Greuther Fürth,2,0
2013,Werder Bremen, Hannover 96,2,3
2013,Leverkusen, Dortmund,0,3
2013,FSV Mainz 05, Bayern Munich,1,3
2013,FC Nürnberg, Mönchengladbach,3,2
2013,Hoffenheim, Freiburg,3,5
2013,Hamburger SV, Frankfurt,2,3
2013,Frankfurt, FC Nürnberg,2,1
2013,Greuther Fürth, Wolfsburg,1,1
2013,Freiburg, Düsseldorf,0,0
2013,FC Augsburg, FSV Mainz 05,0,2
2013,Bayern Munich, Schalke 04,2,0
2013,Dortmund, Hamburger SV,2,3
2013,Mönchengladbach, Leverkusen,1,1
2013,Stuttgart, Werder Bremen,2,2
2013,Hannover 96, Hoffenheim,1,3
2013,Dortmund, Frankfurt,3,3
2013,Düsseldorf, Greuther Fürth,2,0
2013,FSV Mainz 05, Schalke 04,0,3
2013,Wolfsburg, Bayern Munich,0,3
2013,Hoffenheim, Stuttgart,3,0
2013,FC Nürnberg, Hannover 96,1,4
2013,Werder Bremen, Freiburg,2,1
2013,Leverkusen, FC Augsburg,3,1
2013,Hamburger SV, Mönchengladbach,2,2
2013,Schalke 04, Düsseldorf,2,2
2013,Stuttgart, FC Nürnberg,2,0
2013,Mönchengladbach, Dortmund,0,5
2013,FC Augsburg, Hoffenheim,0,0
2013,Bayern Munich, Werder Bremen,2,0
2013,Greuther Fürth, Leverkusen,0,2
2013,Hannover 96, Hamburger SV,0,1
2013,Freiburg, Frankfurt,1,2
2013,FSV Mainz 05, Wolfsburg,2,0
2013,Werder Bremen, FC Augsburg,1,3
2013,FC Nürnberg, Freiburg,0,3
2013,Hoffenheim, Bayern Munich,0,2
2013,Wolfsburg, Schalke 04,0,3
2013,Hamburger SV, Greuther Fürth,1,0
2013,Düsseldorf, FSV Mainz 05,0,1
2013,Frankfurt, Mönchengladbach,0,2
2013,Dortmund, Hannover 96,1,1
2013,Leverkusen, Stuttgart,2,2
2013,Greuther Fürth, Hoffenheim,3,3
2013,Bayern Munich, Düsseldorf,5,0
2013,Hannover 96, Frankfurt,1,3
2013,Mönchengladbach, Werder Bremen,0,4
2013,Freiburg, Wolfsburg,2,0
2013,FSV Mainz 05, Leverkusen,2,2
2013,Schalke 04, Dortmund,2,1
2013,FC Augsburg, FC Nürnberg,0,0
2013,Stuttgart, Hamburger SV,1,0
2013,Hamburger SV, FC Augsburg,2,0
2013,Dortmund, Freiburg,2,0
2013,Hoffenheim, FSV Mainz 05,0,3
2013,FC Nürnberg, Schalke 04,0,1
2013,Wolfsburg, Düsseldorf,4,1
2013,Werder Bremen, Greuther Fürth,1,1
2013,Frankfurt, Stuttgart,1,2
2013,Leverkusen, Bayern Munich,2,1
2013,Mönchengladbach, Hannover 96,3,2
2013,Greuther Fürth, Frankfurt,1,1
2013,Wolfsburg, FC Nürnberg,0,1
2013,Bayern Munich, Hamburger SV,3,0
2013,Schalke 04, Hoffenheim,2,3
2013,FC Augsburg, Hannover 96,0,2
2013,Freiburg, Mönchengladbach,1,1
2013,Stuttgart, Dortmund,0,0
2013,Düsseldorf, Leverkusen,2,3
2013,FSV Mainz 05, Werder Bremen,1,2
2013,FC Nürnberg, FSV Mainz 05,1,2
2013,Hamburger SV, Freiburg,0,0
2013,Hoffenheim, Düsseldorf,1,1
2013,Dortmund, FC Augsburg,3,1
2013,Frankfurt, Bayern Munich,0,2
2013,Werder Bremen, Schalke 04,1,2
2013,Hannover 96, Stuttgart,4,2
2013,Mönchengladbach, Greuther Fürth,4,2
2013,Leverkusen, Wolfsburg,1,3
2013,Schalke 04, Leverkusen,0,2
2013,FC Augsburg, Frankfurt,2,4
2013,FSV Mainz 05, Hamburger SV,0,1
2013,Bayern Munich, FC Nürnberg,1,1
2013,Freiburg, Hannover 96,2,1
2013,Stuttgart, Mönchengladbach,2,1
2013,Greuther Fürth, Dortmund,1,3
2013,Wolfsburg, Hoffenheim,3,1
2013,Düsseldorf, Werder Bremen,1,2
2013,Hamburger SV, Düsseldorf,0,2
2013,Dortmund, FSV Mainz 05,2,1
2013,FC Nürnberg, Greuther Fürth,0,0
2013,Werder Bremen, Wolfsburg,1,1
2013,Frankfurt, Schalke 04,1,1
2013,Hannover 96, Bayern Munich,0,5
2013,Stuttgart, Freiburg,0,3
2013,Mönchengladbach, FC Augsburg,1,1
2013,Leverkusen, Hoffenheim,2,1
2013,Greuther Fürth, Hannover 96,0,2
2013,Düsseldorf, Dortmund,1,1
2013,FSV Mainz 05, Frankfurt,3,1
2013,Schalke 04, Hamburger SV,1,3
2013,Bayern Munich, Freiburg,2,0
2013,Hoffenheim, FC Nürnberg,2,4
2013,FC Augsburg, Stuttgart,1,2
2013,Wolfsburg, Mönchengladbach,0,2
2013,Leverkusen, Werder Bremen,4,1
2013,Frankfurt, Düsseldorf,0,4
2013,Hannover 96, FSV Mainz 05,1,2
2013,Stuttgart, Greuther Fürth,1,0
2013,Freiburg, FC Augsburg,1,1
2013,FC Nürnberg, Leverkusen,0,1
2013,Mönchengladbach, Schalke 04,1,1
2013,Dortmund, Bayern Munich,1,1
2013,Werder Bremen, Hoffenheim,4,1
2013,Hamburger SV, Wolfsburg,1,1
2013,Hoffenheim, Hamburger SV,0,2
2013,Düsseldorf, FC Nürnberg,0,2
2013,Werder Bremen, Frankfurt,1,4
2013,Greuther Fürth, Freiburg,0,1
2013,Schalke 04, Stuttgart,1,3
2013,Wolfsburg, Dortmund,3,2
2013,Bayern Munich, FC Augsburg,2,0
2013,Leverkusen, Hannover 96,2,3
2013,FSV Mainz 05, Mönchengladbach,0,2
2013,Mönchengladbach, Bayern Munich,1,1
2013,FC Augsburg, Greuther Fürth,1,1
2013,Freiburg, Schalke 04,3,1
2013,Hamburger SV, Leverkusen,0,3
2013,Frankfurt, Wolfsburg,2,0
2013,Stuttgart, FSV Mainz 05,1,3
2013,Hannover 96, Düsseldorf,1,2
2013,Dortmund, Hoffenheim,3,1
2013,FC Nürnberg, Werder Bremen,1,1
2013,Hannover 96, Schalke 04,4,5
2013,Dortmund, Werder Bremen,5,0
2013,Mönchengladbach, Hoffenheim,0,0
2013,Stuttgart, Wolfsburg,0,2
2013,Freiburg, FSV Mainz 05,0,0
2013,Greuther Fürth, Bayern Munich,0,2
2013,Frankfurt, Leverkusen,1,3
2013,FC Augsburg, Düsseldorf,3,2
2013,Hamburger SV, FC Nürnberg,1,1
2013,FC Nürnberg, Dortmund,0,3
2013,FSV Mainz 05, Greuther Fürth,3,0
2013,Hoffenheim, Frankfurt,1,2
2013,Wolfsburg, Hannover 96,1,2
2013,Leverkusen, Freiburg,0,0
2013,Schalke 04, FC Augsburg,0,0
2013,Düsseldorf, Mönchengladbach,1,2
2013,Werder Bremen, Hamburger SV,2,3
2013,Bayern Munich, Stuttgart,2,0
2013,Hannover 96, Werder Bremen,0,2
2013,Stuttgart, Düsseldorf,1,3
2013,FC Augsburg, Wolfsburg,1,1
2013,Freiburg, Hoffenheim,1,2
2013,Frankfurt, Hamburger SV,2,0
2013,Greuther Fürth, Schalke 04,2,1
2013,Bayern Munich, FSV Mainz 05,3,0
2013,Mönchengladbach, FC Nürnberg,1,2
2013,Dortmund, Leverkusen,3,2
2013,Schalke 04, Bayern Munich,0,4
2013,FC Nürnberg, Frankfurt,0,0
2013,Werder Bremen, Stuttgart,4,1
2013,Wolfsburg, Greuther Fürth,1,0
2013,Leverkusen, Mönchengladbach,3,3
2013,Hamburger SV, Dortmund,4,1
2013,Hoffenheim, Hannover 96,0,1
2013,FSV Mainz 05, FC Augsburg,1,1
2013,Düsseldorf, Freiburg,0,1
2013,Bayern Munich, Wolfsburg,2,0
2013,Freiburg, Werder Bremen,3,2
2013,Mönchengladbach, Hamburger SV,0,1
2013,Schalke 04, FSV Mainz 05,2,2
2013,Frankfurt, Dortmund,0,3
2013,FC Augsburg, Leverkusen,1,2
2013,Greuther Fürth, Düsseldorf,0,1
2013,Hannover 96, FC Nürnberg,2,2
2013,Stuttgart, Hoffenheim,1,0
2013,Frankfurt, Freiburg,0,0
2013,Wolfsburg, FSV Mainz 05,1,1
2013,Düsseldorf, Schalke 04,1,2
2013,Hamburger SV, Hannover 96,1,5
2013,Hoffenheim, FC Augsburg,1,2
2013,FC Nürnberg, Stuttgart,1,1
2013,Werder Bremen, Bayern Munich,1,6
2013,Leverkusen, Greuther Fürth,0,0
2013,Dortmund, Mönchengladbach,1,1
2013,Mönchengladbach, Frankfurt,1,0
2013,FC Augsburg, Werder Bremen,1,0
2013,Greuther Fürth, Hamburger SV,1,1
2013,Schalke 04, Wolfsburg,4,1
2013,Freiburg, FC Nürnberg,1,1
2013,Hannover 96, Dortmund,1,3
2013,Stuttgart, Leverkusen,1,2
2013,FSV Mainz 05, Düsseldorf,1,1
2013,Bayern Munich, Hoffenheim,1,0
2013,FC Nürnberg, FC Augsburg,2,1
2013,Hoffenheim, Greuther Fürth,3,0
2013,Düsseldorf, Bayern Munich,2,3
2013,Leverkusen, FSV Mainz 05,0,1
2013,Wolfsburg, Freiburg,5,2
2013,Werder Bremen, Mönchengladbach,1,1
2013,Dortmund, Schalke 04,1,2
2013,Hamburger SV, Stuttgart,1,0
2013,Frankfurt, Hannover 96,0,0
2013,Düsseldorf, Wolfsburg,1,1
2013,FSV Mainz 05, Hoffenheim,0,0
2013,Bayern Munich, Leverkusen,2,1
2013,Schalke 04, FC Nürnberg,0,3
2013,FC Augsburg, Hamburger SV,1,0
2013,Greuther Fürth, Werder Bremen,2,2
2013,Freiburg, Dortmund,1,5
2013,Hannover 96, Mönchengladbach,0,1
2013,Stuttgart, Frankfurt,2,1
2013,Hamburger SV, Bayern Munich,2,9
2013,Dortmund, Stuttgart,2,1
2013,Mönchengladbach, Freiburg,0,2
2013,Leverkusen, Düsseldorf,4,1
2013,Hannover 96, FC Augsburg,2,0
2013,Werder Bremen, FSV Mainz 05,1,1
2013,Hoffenheim, Schalke 04,0,3
2013,Frankfurt, Greuther Fürth,3,2
2013,FC Nürnberg, Wolfsburg,2,2
2013,Düsseldorf, Hoffenheim,0,3
2013,Wolfsburg, Leverkusen,1,1
2013,Freiburg, Hamburger SV,1,0
2013,Schalke 04, Werder Bremen,2,0
2013,FC Augsburg, Dortmund,2,4
2013,Greuther Fürth, Mönchengladbach,0,1
2013,Bayern Munich, Frankfurt,1,0
2013,FSV Mainz 05, FC Nürnberg,1,2
2013,Stuttgart, Hannover 96,0,0
2013,Hannover 96, Freiburg,1,3
2013,Dortmund, Greuther Fürth,6,1
2013,Werder Bremen, Düsseldorf,2,2
2013,FC Nürnberg, Bayern Munich,0,4
2013,Hoffenheim, Wolfsburg,2,2
2013,Hamburger SV, FSV Mainz 05,2,1
2013,Leverkusen, Schalke 04,2,2
2013,Frankfurt, FC Augsburg,0,2
2013,Mönchengladbach, Stuttgart,0,2
2013,FC Augsburg, Mönchengladbach,0,1
2013,Düsseldorf, Hamburger SV,1,2
2013,Hoffenheim, Leverkusen,0,5
2013,Wolfsburg, Werder Bremen,3,0
2013,Schalke 04, Frankfurt,0,1
2013,FSV Mainz 05, Dortmund,0,2
2013,Bayern Munich, Hannover 96,6,1
2013,Greuther Fürth, FC Nürnberg,1,0
2013,Freiburg, Stuttgart,1,2
2013,Hannover 96, Greuther Fürth,3,2
2013,Freiburg, Bayern Munich,0,1
2013,Stuttgart, FC Augsburg,0,3
2013,Mönchengladbach, Wolfsburg,1,3
2013,Dortmund, Düsseldorf,2,1
2013,FC Nürnberg, Hoffenheim,1,2
2013,Werder Bremen, Leverkusen,0,1
2013,Frankfurt, FSV Mainz 05,0,0
2013,Hamburger SV, Schalke 04,1,4
2013,Schalke 04, Mönchengladbach,1,0
2013,Greuther Fürth, Stuttgart,2,0
2013,Bayern Munich, Dortmund,1,1
2013,Hoffenheim, Werder Bremen,2,2
2013,Leverkusen, FC Nürnberg,2,0
2013,Düsseldorf, Frankfurt,1,3
2013,FSV Mainz 05, Hannover 96,2,2
2013,FC Augsburg, Freiburg,0,2
2013,Wolfsburg, Hamburger SV,1,1
2013,FC Augsburg, Bayern Munich,0,3
2013,Frankfurt, Werder Bremen,1,1
2013,Hamburger SV, Hoffenheim,4,1
2013,Freiburg, Greuther Fürth,2,1
2013,FC Nürnberg, Düsseldorf,2,1
2013,Hannover 96, Leverkusen,1,3
2013,Stuttgart, Schalke 04,2,1
2013,Mönchengladbach, FSV Mainz 05,4,2
2013,Dortmund, Wolfsburg,3,3
2013,Greuther Fürth, FC Augsburg,1,3
2013,Bayern Munich, Mönchengladbach,4,3
2013,Düsseldorf, Hannover 96,0,3
2013,Schalke 04, Freiburg,2,1
2013,Leverkusen, Hamburger SV,1,0
2013,Wolfsburg, Frankfurt,2,2
2013,Werder Bremen, FC Nürnberg,2,3
2013,Hoffenheim, Dortmund,2,1
2013,FSV Mainz 05, Stuttgart,2,2
2014,Mönchengladb., Bayern Munich,1,3
2014,Frankfurt, Hertha Berlin,1,6
2014,Freiburg, Leverkusen,1,3
2014,Wolfsburg, Hannover 96,0,2
2014,FC Nürnberg, Hoffenheim,2,2
2014,Dortmund, FC Augsburg,4,0
2014,Werder Bremen, Braunschweig,1,0
2014,Stuttgart, FSV Mainz 05,2,3
2014,Hamburger SV, Schalke 04,3,3
2014,Bayern Munich, Frankfurt,1,0
2014,Leverkusen, Stuttgart,1,0
2014,Schalke 04, Wolfsburg,0,4
2014,FC Augsburg, Werder Bremen,0,1
2014,FSV Mainz 05, Freiburg,2,1
2014,Hoffenheim, Hamburger SV,5,1
2014,Hannover 96, Mönchengladb.,0,3
2014,Hertha Berlin, FC Nürnberg,2,2
2014,Braunschweig, Dortmund,1,2
2014,Werder Bremen, Dortmund,0,1
2014,Mönchengladb., Leverkusen,2,4
2014,Schalke 04, Hannover 96,1,2
2014,Freiburg, Hoffenheim,3,3
2014,Wolfsburg, FSV Mainz 05,0,2
2014,FC Nürnberg, Bayern Munich,0,2
2014,Hamburger SV, Hertha Berlin,0,1
2014,Frankfurt, Braunschweig,2,0
2014,Stuttgart, FC Augsburg,1,2
2014,Bayern Munich, Freiburg,1,1
2014,Werder Bremen, Mönchengladb.,1,4
2014,Braunschweig, Hamburger SV,0,4
2014,FC Augsburg, FC Nürnberg,1,0
2014,FSV Mainz 05, Hannover 96,1,4
2014,Hertha Berlin, Wolfsburg,0,2
2014,Leverkusen, Schalke 04,0,2
2014,Hoffenheim, Stuttgart,2,6
2014,Dortmund, Frankfurt,2,1
2014,Stuttgart, Hertha Berlin,1,0
2014,Frankfurt, Werder Bremen,3,0
2014,Freiburg, FC Augsburg,1,2
2014,Schalke 04, FSV Mainz 05,1,0
2014,Hannover 96, Bayern Munich,0,2
2014,Wolfsburg, Leverkusen,1,3
2014,Hamburger SV, Dortmund,2,6
2014,Mönchengladb., Hoffenheim,1,2
2014,FC Nürnberg, Braunschweig,1,1
2014,Braunschweig, Mönchengladb.,1,4
2014,FC Augsburg, Hannover 96,1,2
2014,Werder Bremen, Hamburger SV,2,0
2014,Leverkusen, FSV Mainz 05,4,1
2014,Dortmund, FC Nürnberg,1,1
2014,Hoffenheim, Wolfsburg,1,2
2014,Bayern Munich, Schalke 04,4,0
2014,Hertha Berlin, Freiburg,1,1
2014,Frankfurt, Stuttgart,1,1
2014,Mönchengladb., FC Augsburg,2,2
2014,Hannover 96, Leverkusen,0,2
2014,FSV Mainz 05, Hertha Berlin,1,3
2014,Wolfsburg, Bayern Munich,0,1
2014,Freiburg, Dortmund,0,5
2014,Schalke 04, Hoffenheim,3,3
2014,Hamburger SV, Frankfurt,2,2
2014,FC Nürnberg, Werder Bremen,3,3
2014,Stuttgart, Braunschweig,4,0
2014,Hertha Berlin, Hannover 96,1,1
2014,Hoffenheim, FSV Mainz 05,2,2
2014,Braunschweig, Wolfsburg,2,0
2014,Werder Bremen, Stuttgart,1,1
2014,Dortmund, Mönchengladb.,0,2
2014,FC Augsburg, Schalke 04,1,4
2014,Bayern Munich, Leverkusen,1,1
2014,Hamburger SV, FC Nürnberg,5,0
2014,Frankfurt, Freiburg,1,1
2014,Leverkusen, Hoffenheim,2,1
2014,Schalke 04, Braunschweig,3,2
2014,FC Nürnberg, Frankfurt,1,1
2014,Hannover 96, Dortmund,0,1
2014,Freiburg, Werder Bremen,0,0
2014,FSV Mainz 05, Bayern Munich,1,4
2014,Mönchengladb., Hertha Berlin,0,1
2014,Stuttgart, Hamburger SV,3,3
2014,Wolfsburg, FC Augsburg,2,1
2014,FC Nürnberg, Stuttgart,1,1
2014,Braunschweig, FSV Mainz 05,0,2
2014,Hoffenheim, Hannover 96,4,1
2014,FC Augsburg, Leverkusen,1,2
2014,Dortmund, Schalke 04,3,1
2014,Hertha Berlin, Bayern Munich,2,3
2014,Werder Bremen, Wolfsburg,0,3
2014,Hamburger SV, Freiburg,3,0
2014,Frankfurt, Mönchengladb.,1,4
2014,Stuttgart, Dortmund,1,6
2014,Bayern Munich, Hoffenheim,2,1
2014,Schalke 04, Hertha Berlin,2,0
2014,Leverkusen, Braunschweig,0,1
2014,Freiburg, FC Nürnberg,3,0
2014,Mönchengladb., Hamburger SV,2,0
2014,Wolfsburg, Frankfurt,2,1
2014,FSV Mainz 05, FC Augsburg,1,2
2014,Hannover 96, Werder Bremen,2,3
2014,Braunschweig, Hannover 96,0,0
2014,Hertha Berlin, Hoffenheim,3,2
2014,Hamburger SV, Leverkusen,3,5
2014,Werder Bremen, Schalke 04,1,3
2014,FC Augsburg, Bayern Munich,0,3
2014,Dortmund, Wolfsburg,1,2
2014,FC Nürnberg, Mönchengladb.,1,3
2014,Frankfurt, FSV Mainz 05,0,1
2014,Stuttgart, Freiburg,3,1
2014,Mönchengladb., Stuttgart,2,0
2014,Wolfsburg, FC Nürnberg,1,1
2014,Schalke 04, Frankfurt,3,3
2014,Freiburg, Braunschweig,1,0
2014,Leverkusen, Hertha Berlin,1,0
2014,Hoffenheim, FC Augsburg,0,2
2014,Bayern Munich, Dortmund,3,0
2014,Hannover 96, Hamburger SV,1,3
2014,FSV Mainz 05, Werder Bremen,3,2
2014,Hamburger SV, Wolfsburg,1,1
2014,FC Augsburg, Hertha Berlin,0,0
2014,Dortmund, FSV Mainz 05,3,1
2014,Werder Bremen, Hoffenheim,4,4
2014,FC Nürnberg, Leverkusen,0,3
2014,Braunschweig, Bayern Munich,0,2
2014,Stuttgart, Schalke 04,0,3
2014,Frankfurt, Hannover 96,0,2
2014,Freiburg, Mönchengladb.,0,1
2014,FSV Mainz 05, FC Nürnberg,1,1
2014,Hoffenheim, Frankfurt,2,1
2014,FC Augsburg, Hamburger SV,1,0
2014,Hannover 96, Stuttgart,2,4
2014,Schalke 04, Mönchengladb.,1,2
2014,Bayern Munich, Werder Bremen,7,0
2014,Leverkusen, Dortmund,1,0
2014,Wolfsburg, Freiburg,3,0
2014,Hertha Berlin, Braunschweig,2,0
2014,Werder Bremen, Hertha Berlin,2,3
2014,FC Nürnberg, Hannover 96,3,3
2014,Braunschweig, FC Augsburg,1,4
2014,Mönchengladb., FSV Mainz 05,0,0
2014,Dortmund, Hoffenheim,2,2
2014,Hamburger SV, Bayern Munich,1,3
2014,Stuttgart, Wolfsburg,1,3
2014,Freiburg, Schalke 04,0,2
2014,Frankfurt, Leverkusen,1,0
2014,FC Augsburg, Frankfurt,1,1
2014,Hertha Berlin, Dortmund,2,1
2014,Leverkusen, Werder Bremen,0,1
2014,Hannover 96, Freiburg,1,2
2014,FSV Mainz 05, Hamburger SV,3,2
2014,Hoffenheim, Braunschweig,0,1
2014,Schalke 04, FC Nürnberg,0,0
2014,Wolfsburg, Mönchengladb.,2,2
2014,Bayern Munich, Mönchengladb.,2,0
2014,FSV Mainz 05, Stuttgart,2,1
2014,Hannover 96, Wolfsburg,3,1
2014,Hoffenheim, FC Nürnberg,0,4
2014,Leverkusen, Freiburg,2,3
2014,FC Augsburg, Dortmund,2,2
2014,Hertha Berlin, Frankfurt,0,1
2014,Braunschweig, Werder Bremen,0,0
2014,Schalke 04, Hamburger SV,3,0
2014,Bayern Munich, Stuttgart,2,1
2014,Dortmund, Braunschweig,2,1
2014,Hamburger SV, Hoffenheim,0,3
2014,Werder Bremen, FC Augsburg,1,3
2014,Freiburg, FSV Mainz 05,0,2
2014,Stuttgart, Leverkusen,1,2
2014,Wolfsburg, Schalke 04,1,2
2014,Mönchengladb., Hannover 96,1,3
2014,FC Nürnberg, Hertha Berlin,3,1
2014,Frankfurt, Bayern Munich,0,5
2014,Leverkusen, Mönchengladb.,1,0
2014,Bayern Munich, FC Nürnberg,2,0
2014,Braunschweig, Frankfurt,0,3
2014,Hoffenheim, Freiburg,1,1
2014,Dortmund, Werder Bremen,5,1
2014,FSV Mainz 05, Wolfsburg,0,3
2014,Hertha Berlin, Hamburger SV,3,0
2014,FC Augsburg, Stuttgart,4,1
2014,Hannover 96, Schalke 04,0,2
2014,Hannover 96, FSV Mainz 05,0,2
2014,Frankfurt, Dortmund,0,4
2014,Freiburg, Bayern Munich,0,4
2014,Mönchengladb., Werder Bremen,1,1
2014,Stuttgart, Hoffenheim,1,4
2014,Hamburger SV, Braunschweig,2,4
2014,Schalke 04, Leverkusen,2,1
2014,FC Nürnberg, FC Augsburg,1,0
2014,Wolfsburg, Hertha Berlin,2,1
2014,FSV Mainz 05, Schalke 04,0,0
2014,Hertha Berlin, Stuttgart,2,1
2014,Braunschweig, FC Nürnberg,1,2
2014,FC Augsburg, Freiburg,4,2
2014,Dortmund, Hamburger SV,0,3
2014,Hoffenheim, Mönchengladb.,2,2
2014,Leverkusen, Wolfsburg,1,3
2014,Werder Bremen, Frankfurt,0,0
2014,Bayern Munich, Hannover 96,4,0
2014,Freiburg, Hertha Berlin,0,0
2014,FC Nürnberg, Dortmund,0,3
2014,Mönchengladb., Braunschweig,1,1
2014,Hannover 96, FC Augsburg,1,1
2014,Hamburger SV, Werder Bremen,0,1
2014,FSV Mainz 05, Leverkusen,1,0
2014,Schalke 04, Bayern Munich,1,5
2014,Wolfsburg, Hoffenheim,2,6
2014,Stuttgart, Frankfurt,1,2
2014,FC Augsburg, Mönchengladb.,2,1
2014,Bayern Munich, Wolfsburg,6,1
2014,Frankfurt, Hamburger SV,1,1
2014,Hoffenheim, Schalke 04,0,4
2014,Leverkusen, Hannover 96,1,1
2014,Braunschweig, Stuttgart,2,2
2014,Werder Bremen, FC Nürnberg,2,0
2014,Dortmund, Freiburg,1,0
2014,Hertha Berlin, FSV Mainz 05,1,1
2014,Schalke 04, FC Augsburg,2,1
2014,Hannover 96, Hertha Berlin,3,0
2014,Wolfsburg, Braunschweig,1,1
2014,Stuttgart, Werder Bremen,1,1
2014,Mönchengladb., Dortmund,2,1
2014,FSV Mainz 05, Hoffenheim,4,2
2014,Leverkusen, Bayern Munich,1,2
2014,FC Nürnberg, Hamburger SV,1,2
2014,Freiburg, Frankfurt,4,1
2014,Werder Bremen, Freiburg,1,3
2014,Hamburger SV, Stuttgart,0,1
2014,FC Augsburg, Wolfsburg,1,1
2014,Bayern Munich, FSV Mainz 05,2,0
2014,Braunschweig, Schalke 04,1,3
2014,Dortmund, Hannover 96,3,0
2014,Hertha Berlin, Mönchengladb.,0,3
2014,Frankfurt, FC Nürnberg,5,2
2014,Hoffenheim, Leverkusen,3,2
2014,Schalke 04, Dortmund,0,0
2014,Wolfsburg, Werder Bremen,3,1
2014,Bayern Munich, Hertha Berlin,3,1
2014,FSV Mainz 05, Braunschweig,1,3
2014,Hannover 96, Hoffenheim,1,3
2014,Mönchengladb., Frankfurt,0,1
2014,Leverkusen, FC Augsburg,3,1
2014,Stuttgart, FC Nürnberg,0,2
2014,Freiburg, Hamburger SV,1,1
2014,Hertha Berlin, Schalke 04,0,2
2014,Braunschweig, Leverkusen,1,1
2014,FC Augsburg, FSV Mainz 05,0,3
2014,Frankfurt, Wolfsburg,1,2
2014,Hoffenheim, Bayern Munich,3,3
2014,Dortmund, Stuttgart,3,2
2014,FC Nürnberg, Freiburg,2,3
2014,Hamburger SV, Mönchengladb.,1,3
2014,Werder Bremen, Hannover 96,2,1
2014,Leverkusen, Hamburger SV,1,2
2014,FSV Mainz 05, Frankfurt,0,2
2014,Mönchengladb., FC Nürnberg,2,0
2014,Schalke 04, Werder Bremen,1,1
2014,Freiburg, Stuttgart,0,2
2014,Bayern Munich, FC Augsburg,0,1
2014,Wolfsburg, Dortmund,1,2
2014,Hannover 96, Braunschweig,0,3
2014,Hoffenheim, Hertha Berlin,1,1
2014,Frankfurt, Schalke 04,0,2
2014,FC Nürnberg, Wolfsburg,1,4
2014,Werder Bremen, FSV Mainz 05,0,3
2014,Braunschweig, Freiburg,0,2
2014,Stuttgart, Mönchengladb.,1,1
2014,Hamburger SV, Hannover 96,1,2
2014,Dortmund, Bayern Munich,3,0
2014,Hertha Berlin, Leverkusen,1,2
2014,FC Augsburg, Hoffenheim,0,2
2014,Hannover 96, Frankfurt,3,2
2014,Mönchengladb., Freiburg,2,4
2014,Bayern Munich, Braunschweig,2,0
2014,Hertha Berlin, FC Augsburg,0,0
2014,Hoffenheim, Werder Bremen,1,3
2014,FSV Mainz 05, Dortmund,2,4
2014,Wolfsburg, Hamburger SV,3,1
2014,Leverkusen, FC Nürnberg,4,1
2014,Schalke 04, Stuttgart,1,3
2014,Stuttgart, Hannover 96,0,0
2014,Frankfurt, Hoffenheim,0,0
2014,FC Nürnberg, FSV Mainz 05,0,2
2014,Braunschweig, Hertha Berlin,0,2
2014,Werder Bremen, Bayern Munich,2,5
2014,Freiburg, Wolfsburg,2,2
2014,Dortmund, Leverkusen,2,2
2014,Hamburger SV, FC Augsburg,1,3
2014,Mönchengladb., Schalke 04,1,0
2014,Schalke 04, Freiburg,2,0
2014,Leverkusen, Frankfurt,2,0
2014,Bayern Munich, Hamburger SV,4,1
2014,Hannover 96, FC Nürnberg,2,0
2014,Hertha Berlin, Werder Bremen,0,2
2014,Wolfsburg, Stuttgart,2,1
2014,FSV Mainz 05, Mönchengladb.,1,3
2014,Hoffenheim, Dortmund,2,3
2014,FC Augsburg, Braunschweig,1,0
2014,Dortmund, Hertha Berlin,4,0
2014,Stuttgart, Bayern Munich,0,1
2014,FC Nürnberg, Schalke 04,1,4
2014,Werder Bremen, Leverkusen,1,2
2014,Freiburg, Hannover 96,2,3
2014,Mönchengladb., Wolfsburg,1,3
2014,Braunschweig, Hoffenheim,1,3
2014,Hamburger SV, FSV Mainz 05,2,3
2014,Frankfurt, FC Augsburg,1,2
2013,Getafe, FC Sevilla,1,2
2013,Malaga, Celta Vigo,1,0
2013,Espanyol, Mallorca,1,2
2013,Betis Sevilla, Athletic Bilbao,5,3
2013,Valencia, Real Madrid,1,1
2013,Atletico Madrid, Levante,1,1
2013,Real Sociedad, FC Barcelona,1,5
2013,Granada, Rayo Vallecano,0,1
2013,Valladolid, Zaragoza,1,0
